id,english,japanese,part,level,wordbook_id,created_at,updated_at
241,result,結果,名詞,Basic Stage,2,2020-10-11 17:24:34 +0900,2020-10-11 17:24:34 +0900
242,experience,経験,名詞,Basic Stage,2,2020-10-11 17:24:34 +0900,2020-10-11 17:24:34 +0900
243,society,社会,名詞,Basic Stage,2,2020-10-11 17:24:34 +0900,2020-10-11 17:24:34 +0900
244,have trouble -ing,苦労して-する,名詞,Basic Stage,2,2020-10-11 17:24:34 +0900,2020-10-11 17:56:47 +0900
245,value,価値,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
246,effect,効果,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
247,individual,個人,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
248,have influence on,-に影響を与える,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 18:02:06 +0900
249,in context,文脈,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
250,at rate,割合,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
251,sign,きざし,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
252,service,公共事業,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
253,advance in,進歩,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
254,police officer,警察官,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
255,material,物質,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
256,industry,工業,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
257,attempt to,試み,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
258,trade,貿易,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
259,make progression,進歩,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:55:44 +0900
260,make excuse,言い訳,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
261,custom,習慣,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
262,passage,一節,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
263,economy,経済,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
264,range,範囲,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
265,traffic,交通,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
266,official,役人,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
267,sight,一目,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
268,taste,味,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
269,immigrant,移民,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
270,neighbor,隣人,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
271,patient,患者,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
272,project,計画,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
273,do favor,頼み,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
274,appearance,外見,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
275,runtherisk,危険,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
276,benefit,利益,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
277,feature,特徴,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
278,relative,親戚,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
279,region,地方,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
280,characteristic,特徴,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
281,pain,痛み,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
282,kid,子供,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
283,on occasion,場合,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
284,principle,原則,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
285,department,学科,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
286,duty,義務,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
287,scene,現場,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
288,basis,根拠,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
289,spirit,精神,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
290,medium,手段,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
291,mass,大量,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
292,audience,観客,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
293,element,要素,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
294,climate,気候,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
295,Revolution,革命,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
296,quarter,4分の1,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
297,conflict between,対立,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
298,flood,洪水,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
299,atmosphere,大気,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
300,property,財産,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
301,reward for,報酬,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
302,security,安全保障,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
303,delight,喜び,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
304,desert      ,砂漠,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 18:12:22 +0900
305,background,経歴,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
306,trend toward,傾向,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
307,grade,年生,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
308,impact on,影響,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
309,institution,機関,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
310,interaction,交流,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
311,alternative to,代わりになるもの,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
312,harm,害,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-14 19:37:48 +0900
313,agency,代理店,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
314,capacity to,能力,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
315,minister,大臣,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
316,volunteer,ボランティア,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
317,access to,利用,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
318,quantities of,量,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
319,branch,分野,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
320,Laughter,笑,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
321,transport,輸送,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
322,vote,票,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
323,resident,住民,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
324,square,平方,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
325,in situation,状況,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
326,government,政府,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
327,knowledge,知識,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
328,nation,国,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
329,make effort to,努力して-する,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:57:27 +0900
330,period,時代,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
331,population,人口,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
332,for purpose,目的,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
333,behavior,行動,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
334,lack,不足,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
335,skill,技術,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
336,quality,質,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
337,the environment,環境,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
338,play role,役割,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
339,attitude toward,態度,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
340,author,筆者,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
341,research,研究,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
342,opportunity to,機会,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
343,source,源,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
344,disease,病,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
345,shape,形,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
346,advantage,利点,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
347,method,方法,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
348,habit,習慣,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
349,detail,細部,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
350,distance,距離,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
351,crowd,群衆,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
352,clothes,服,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
353,instance,例,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
354,desire to,願望,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
355,standard,水準,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
356,technology,科学技術,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
357,generation,世代,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
358,take responsibility for,責任,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:46:32 +0900
359,task,仕事,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
360,experiment,実験,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
361,evidence,証拠,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
362,decade,10年,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
363,loss,損失,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
364,aspect,側面,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
365,theory,理論,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
366,statement,記述,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
367,professor,教授,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
368,function,機能,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
369,surface,表面,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
370,factor ,要因,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:48:19 +0900
371,organization,組織,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
372,policy,政策,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
373,resource,資源,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
374,contrast,対比,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
375,brain,脳,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
376,customer,客,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
377,goods,商品,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
378,creature,動物,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
379,structure,構造,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
380,tradition,伝統,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
381,weight,体重,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
382,labor,労働,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
383,citizen,市民,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
384,impression,印象,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:49:44 +0900
385,species,種,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
386,career,経歴,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
387,concept of,概念,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
388,passenger,乗客,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
389,crime,犯罪,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
390,income,所得,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
391,temperature,気温,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
392,the majority of,大多数,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:50:15 +0900
393,origin,起源,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
394,literature,文学,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
395,equipment,設備,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
396,stranger,見知らぬ人,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
397,strength,強さ,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
398,planet,惑星,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
399,circumstances,状況,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
400,religion,宗教,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
401,pollution,汚染,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
402,wealth,富,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
403,civilization,文明,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
404,profit,もうけ,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
405,technique,技術,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
406,emotion,感情,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
407,phenomenon,現象,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
408,cancer,ガン,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
409,bottom,底,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
410,billion,十億,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
411,status,地位,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
412,youth,若者,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
413,confidence in,自信,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
414,edge,周辺,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
415,household,家庭,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
416,scholar,学者,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
417,survey,調査,名詞,Basic Stage,2,2020-10-11 17:24:35 +0900,2020-10-11 17:24:35 +0900
418,vocabulary,語彙,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
419,enemy,敵,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
420,under construction,建設中,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 18:31:15 +0900
421,lecture on,講義,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
422,instruction,指示,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
423,crisis,危機,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
424,instrument,器具,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
425,crop,作物,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
426,weapon,兵器,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
427,device,装置,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
428,path to,道,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
429,earthquake,地震,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
430,stream,小川,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
431,notion,概念,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
432,substance,物質,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
433,victim,犠牲者,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
434,fuel,燃料,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
435,ancestor,祖先,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
436,soil,土壌,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
437,debate,討論,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
438,violence,暴力,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
439,colleague,同僚,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
440,philosophy,哲学,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
441,analysis,分析,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
442,universe,宇宙,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
443,electricity,電気,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
444,insect,昆虫,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
445,disaster,災害,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
446,storm,嵐,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
447,plenty of,十分な,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
448,agriculture,農業,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
449,gene,遺伝子,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
450,advertising,広告,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
451,carbon,炭素,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
452,infant,幼児,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
453,evolution,進化,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
454,cell,細胞,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
455,aid,援助,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
456,consequence,結果,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
457,talent,才能,名詞,Basic Stage,2,2020-10-11 17:24:36 +0900,2020-10-11 17:24:36 +0900
458,common,共通の,形容詞,Basic Stage,2,2020-10-11 17:24:42 +0900,2020-10-11 17:24:42 +0900
459,Public,公共の,形容詞,Basic Stage,2,2020-10-11 17:24:42 +0900,2020-10-11 17:24:42 +0900
460,is likely to,-する可能性が高い,形容詞,Basic Stage,2,2020-10-11 17:24:42 +0900,2020-10-11 18:18:50 +0900
461,serious,深刻な,形容詞,Basic Stage,2,2020-10-11 17:24:42 +0900,2020-10-11 17:24:42 +0900
462,particular,特有の,形容詞,Basic Stage,2,2020-10-11 17:24:42 +0900,2020-10-11 17:24:42 +0900
463,available to,利用できる,形容詞,Basic Stage,2,2020-10-11 17:24:42 +0900,2020-10-11 17:24:42 +0900
